id,Response_Address,Response_X,Response_Y,,
68,臺中市東區新庄里28鄰復興路四段186號,120.687674,24.135474,,
69,臺中市南屯區惠中里1鄰大墩路533號,120.649242,24.149483,,
70,臺中市南屯區溝墘里15鄰文心路一段521號,120.646305,24.154141,,
71,臺中市豐原區豐圳里23鄰成功路500號,120.706114,24.251985,,
72,彰化縣彰化市茄南里13鄰金馬路二段321號,120.542419,24.09448,,
73,南投縣南投市三和里21鄰三和三路21號,120.689057,23.905686,,
74,嘉義市西區西平里11鄰博愛路二段461號,120.43133,23.47137,,
75,雲林縣斗六市鎮西里13鄰雲林路二段297號,120.530572,23.702154,,
76,臺南市仁德區仁德里18鄰中山路711號,120.246938,22.972588,,
77,高雄市前金區新生里17鄰河東路304號,120.287448,22.630133,,
78,高雄市前鎮區忠純里26鄰中華五路1111號,120.304217,22.604966,,
79,高雄市三民區灣成里17鄰大順二路849號,120.318912,22.652692,,
80,高雄市楠梓區藍田里11鄰藍田路288號,120.290432,22.727899,,
81,高雄市鳳山區富榮里3鄰林森路291號,120.336741,22.596651,,
82,屏東縣屏東市溝美里14鄰仁愛路188號,120.497789,22.682661,,
83,花蓮縣新城鄉嘉里村1鄰嘉里路15號,121.610271,24.015362,,
84,新北市樹林區潭底里10鄰大安路118號,121.42094,24.996489,,
85,臺中市西屯區上德里25鄰青海路二段207之18號,120.645403,24.170077,,
86,臺中市西屯區大福里1鄰中清路二段209號,120.668818,24.177583,,
87,臺南市中西區大涼里16鄰中華西路二段16號,120.187181,22.987916,,
88,高雄市前鎮區興東里7鄰光華二路157號,120.317216,22.611325,,
89,高雄市鳳山區忠義里5鄰中山西路236號,120.348004,22.628409,,
90,臺北市中正區幸福里4鄰忠孝東路一段78號,121.524013,25.044452,,
91,臺北市中正區文北里6鄰杭州南路一段89號,121.52549,25.038952,,
92,臺北市中正區黎明里13鄰公園路30號,121.516857,25.044482,,
93,臺北市中正區螢圃里7鄰汀州路二段64號,121.518382,25.025133,,
94,臺北市中正區螢圃里7鄰汀州路二段38號,121.51761,25.025312,,
95,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
96,臺北市中正區黎明里3鄰北平西路3號,121.517058,25.047176,,
97,臺北市士林區福德里3鄰中正路251號,121.525084,25.094974,,
98,臺北市中山區松江里10鄰松江路295號,121.533391,25.060851,,
99,臺北市大安區光武里3鄰大安路一段77號,121.546315,25.041916,,
100,臺北市大安區光武里3鄰大安路一段77號,121.546315,25.041916,,
101,臺北市中正區三愛里23鄰信義路二段195號,121.529738,25.033958,,
102,臺北市中正區黎明里9鄰重慶南路一段123號,121.513288,25.042168,,
103,臺北市大安區群賢里9鄰和平東路二段365號,121.546505,25.024851,,
104,臺北市中山區正得里15鄰南京東路一段52號,121.524669,25.05195,,
105,臺北市大安區敦煌里8鄰信義路四段263號,121.554041,25.033362,,
106,臺北市中山區民安里21鄰民生西路24號,121.521906,25.057667,,
107,臺北市中正區龍福里1鄰羅斯福路一段20號,121.518678,25.031821,,
108,臺北市松山區吉祥里16鄰南京東路五段60號,121.560478,25.051284,,
109,新北市板橋區挹秀里10鄰府中路67號,121.457941,25.009309,,
110,新北市三峽區二鬮里23鄰中正路三段156號;新北市三峽區大埔里6鄰中正路二段156號;新北市三峽區安溪里3鄰中正路一段156號;新北市中和區正行里13鄰中正路156號;新北市永和區智光里19鄰中正路156號;新北市汐止區義民里7鄰中正路156號;新北市林口區林口里27鄰中正路156號;新北市板橋區建國里1鄰中正路156號;新北市淡水區民安里1鄰中正路156號;新北市新店區仁愛里6鄰中正路156號,121.352975;121.365875;121.373016;121.498702;121.514975;121.659647;121.392486;121.456725;121.440726;121.541570,24.903759;24.915997;24.928869;24.993905;24.996496;25.069318;25.077413;25.016712;25.169783;24.971855,,
111,臺北市松山區中正里24鄰南京東路三段331號,121.547286,25.051989,,
112,臺北市內湖區五分里4鄰東湖路82號,121.614528,25.068576,,
113,臺北市信義區興雅里20鄰忠孝東路五段139號,121.567881,25.041249,,
114,臺北市松山區慈祐里20鄰八德路四段721號,121.577149,25.050217,,
115,新北市中和區景新里12鄰興南路一段66號,121.510676,24.990265,,
116,臺北市中山區江山里26鄰錦州街448號,121.543349,25.060096,,
117,新北市三重區文化里15鄰正義北路15之5號,121.497749,25.063126,,
118,新北市新店區大同里13鄰民權路41號,121.540445,24.98277,,
119,臺北市萬華區福星里7鄰西寧南路83號,121.50696,25.045734,,
120,新北市新莊區中港里22鄰幸福路763號,121.447974,25.049056,,
121,高雄市新興區秋山里18鄰六合二路10號,120.301469,22.633087,,
122,臺南市中西區城隍里2鄰中山路138號,120.209473,22.995145,,
123,新北市淡水區長庚里11鄰中山路26號,121.444424,25.169663,,
124,宜蘭縣羅東鎮賢文里3鄰興東路75號,121.768289,24.67796,,
125,桃園市桃園區文化里3鄰復興路166號,121.312405,24.990419,,
126,臺中市西屯區西平里12鄰福星路450號,120.644897,24.178314,,
127,桃園市新屋區笨港里9鄰文化路二段1631號,121.024823,24.982328,,
128,高雄市鼓山區明誠里43鄰裕誠路1101號,120.29866,22.665661,,
129,花蓮縣花蓮市民生里7鄰中山路178號,121.608848,23.977861,,
130,金門縣金湖鎮瓊林里1鄰中山路8之8號,118.364237,24.441467,,
131,高雄市甲仙區西安里11鄰文化路82號;高雄市新興區振成里1鄰文化路82號;高雄市路竹區文北里3鄰文化路82號,120.587708;120.302714;120.257348,23.081736;22.622849;22.858837,,
132,高雄市前鎮區盛興里6鄰三多三路217號,120.305916,22.614117,,
133,桃園市龜山區公西里1鄰忠義路三段159號,121.353615,25.061059,,
134,臺北市士林區義信里1鄰文林路25號,121.525154,25.086319,,
135,新竹市東區榮光里1鄰信義街68號;新竹市東區榮光里1鄰信義街68號;新竹縣湖口鄉愛勢村19鄰信義街68號,120.970509;120.970509;121.049533,24.802984;24.802984;24.906497,,
136,新北市三芝區埔坪里9鄰中正路一段55號;新北市三峽區二鬮里24鄰中正路三段55號;新北市三峽區介壽里7鄰中正路一段55號;新北市土城區員林里3鄰中正路55號;新北市中和區和興里16鄰中正路55號;新北市永和區潭安里16鄰中正路55號;新北市汐止區信望里3鄰中正路55號;新北市林口區林口里13鄰中正路55號;新北市金山區金美里26鄰中正路55號;新北市淡水區油車里8鄰中正路一段55號,121.503361;121.341004;121.375479;121.444208;121.501607;121.514545;121.661823;121.395403;121.634369;121.424117,25.257951;24.900132;24.930268;24.975578;24.993351;24.996454;25.069976;25.077403;25.221832;25.177392,,
137,臺北市大安區光武里28鄰忠孝東路四段49巷2號,121.545326,25.042028,,
138,宜蘭縣五結鄉季新村24鄰五濱路二段201號,121.824071,24.685894,,
139,基隆市仁愛區玉田里20鄰愛四路45之1號,121.744116,25.129385,,
140,找不到指定的門牌地址。,,,,
141,高雄市大社區大社里13鄰中山路191號;高雄市大樹區水寮里8鄰中山路191號;高雄市阿蓮區南蓮里18鄰中山路191號;高雄市鳥松區華美里12鄰中山路191號;高雄市湖內區湖東里11鄰中山路一段191號;高雄市旗山區湄洲里21鄰中山路191號;高雄市鳳山區興仁里12鄰中山路191號,120.346905;120.408988;120.327989;120.392987;120.250526;120.481997;120.357104,22.732162;22.667350;22.876769;22.662785;22.879525;22.890210;22.623771,,
142,找不到指定的門牌地址。,,,,
143,臺中市西屯區潮洋里8鄰河南路三段120之1號,120.638024,24.164283,,
144,臺北市松山區東榮里1鄰民生東路五段127號,121.561095,25.058847,,
145,臺北市大同區建泰里5鄰南京西路46號,121.519291,25.052739,,
146,桃園市中壢區石頭里9鄰中正路54號,121.224108,24.954524,,
147,臺北市內湖區紫星里37鄰成功路四段45號,121.591852,25.081447,,
148,臺北市士林區仁勇里4鄰大東路6號,121.525397,25.087111,,
149,金門縣金城鎮北門里2鄰民生路43號,118.319003,24.435528,,
150,臺北市士林區天玉里2鄰天母西路3號,121.529271,25.118981,,
151,臺北市中正區南福里29鄰南昌路一段119號,121.518282,25.029938,,
152,臺北市大安區義安里20鄰安和路二段78號,121.551122,25.029667,,
153,新北市三峽區龍恩里16鄰大學路117號,121.375022,24.942833,,
154,新北市板橋區新民里1鄰縣民大道二段7號,121.463636,25.014331,,
155,桃園市蘆竹區錦中里2鄰南崁路一段112號,121.288094,25.053322,,
156,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
157,臺北市萬華區西門里7鄰成都路18號,121.50686,25.04245,,
158,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
159,高雄市左營區菜公里29鄰高鐵路123號,120.310917,22.689557,,
160,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
161,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
162,臺中市西區忠明里22鄰健行路1049號,120.663199,24.155768,,
163,屏東縣屏東市擇仁里6鄰公勇路62號,120.486353,22.668711,,
164,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
165,臺北市松山區敦化里1鄰敦化南路一段1號;臺北市松山區敦化里1鄰敦化南路一段5號,121.549285;121.549283,25.047673;25.047070,,
166,臺中市南區樹義里23鄰復興路一段359號,120.653812,24.115456,,
167,臺北市信義區西村里8鄰市府路45號,121.563904,25.034026,,
168,臺北市中正區黎明里11鄰忠孝西路一段50號,121.515823,25.046304,,
169,新竹市東區榮光里3鄰民族路2號,120.971857,24.80256,,
170,桃園市龜山區文化里1鄰復興一路8號,121.369498,25.060218,,
171,臺北市中正區忠勤里10鄰中華路二段315巷1號,121.506196,25.027949,,
172,臺北市中正區黎明里13鄰南陽街21之6號,121.516129,25.043849,,
173,臺北市中正區光復里9鄰延平南路110號,121.509634,25.042598,,
174,臺北市中山區成功里21鄰敬業三路123號,121.55554,25.081795,,
175,臺北市信義區富臺里13鄰忠孝東路五段297號,121.572849,25.041147,,
176,臺北市文山區景行里15鄰景中街30巷12號,121.542048,24.99225,,
177,基隆市信義區孝忠里17鄰深溪路53號,121.782028,25.132313,,
178,新北市板橋區仁愛里19鄰四川路一段389號,121.457464,24.997707,,
179,新北市永和區民權里24鄰民生路46巷56號,121.52083,24.996513,,
180,新北市三重區永發里21鄰中正北路193巷45號,121.475585,25.071082,,
181,新竹市東區光復里7鄰公道五路二段469號,120.993379,24.804574,,
182,新北市淡水區崁頂里1鄰中山北路二段17號;新北市淡水區崁頂里1鄰中山北路二段189巷17號;新北市淡水區崁頂里1鄰中山北路二段17號;新北市淡水區崁頂里1鄰中山北路二段189巷17號;新北市淡水區崁頂里1鄰中山北路二段17號;新北市淡水區崁頂里1鄰中山北路二段189巷17號;新北市淡水區崁頂里1鄰中山北路二段17號;新北市淡水區崁頂里1鄰中山北路二段189巷17號;桃園市楊梅區三民里13鄰中山北路二段23巷6號;桃園市楊梅區三民里13鄰中山北路二段23巷6號,121.444191;121.442947;121.444191;121.442947;121.444191;121.442947;121.444191;121.442947;121.167388;121.167388,25.183358;25.185147;25.183358;25.185147;25.183358;25.185147;25.183358;25.185147;24.907692;24.907692,,
183,桃園市桃園區中泰里15鄰中山路939號,121.285994,24.985446,,
184,臺中市南區樹義里23鄰復興路一段359號,120.653812,24.115456,,
185,找不到指定的門牌地址。,,,,
186,臺中市西屯區福雅里15鄰福科路342號,120.62138,24.184007,,
187,臺中市豐原區南村里16鄰水源路420號,120.734842,24.256834,,
188,找不到指定的門牌地址。,,,,
189,臺南市永康區?洲里24鄰中正南路533號,120.228964,23.034572,,
190,高雄市三民區安發里14鄰平等路167號;高雄市三民區安發里14鄰平等路197號,120.320833;120.320164,22.642280;22.643460,,
191,花蓮縣花蓮市國風里16鄰和平路581號,121.599729,23.978382,,
192,找不到指定的門牌地址。,,,,
193,臺北市中正區幸福里1鄰忠孝東路一段54號,121.52304,25.044672,,
194,臺北市中正區三愛里17鄰新生南路一段148號,121.532466,25.035275,,
195,臺北市中正區文祥里6鄰信義路二段71號,121.52641,25.034659,,
196,臺北市中正區廈安里11鄰中華路二段159號,121.50425,25.031013,,
197,臺北市中正區三愛里26鄰臨沂街71巷3號,121.528311,25.035362,,
198,臺北市中正區黎明里11鄰襄陽路13之5號,121.515531,25.04349,,
199,臺北市大同區建功里3鄰南京西路282號,121.514555,25.053492,,
200,臺北市大同區至聖里29鄰民族西路213號,121.514221,25.068743,,
201,臺北市大同區星明里6鄰寧夏路17號,121.515044,25.05485,,
202,臺北市中正區光復里5鄰武昌街一段29號,121.512123,25.044157,,
203,新北市三重區長安里20鄰三和路二段160號,121.499236,25.068526,,
204,臺北市中正區光復里5鄰武昌街一段29號,121.512123,25.044157,,
205,臺北市大同區重慶里12鄰哈密街59巷89號,121.515821,25.076057,,
206,臺北市中山區行政里5鄰農安街239號,121.53446,25.064799,,
207,新北市三重區光榮里1鄰重新路二段10號,121.499672,25.062745,,
208,新北市三重區光明里23鄰集美街150號,121.489705,25.053105,,
209,臺北市大同區永樂里18鄰迪化街一段80號,121.509909,25.055808,,
210,臺北市大同區建明里13鄰長安西路194號,121.515606,25.051133,,
211,臺北市大同區建功里5鄰重慶北路一段85之3號,121.514282,25.052845,,
212,臺北市大同區雙連里13鄰民生西路91號,121.519369,25.057618,,
213,臺北市大同區鄰江里10鄰民族西路303巷19號,121.510236,25.069265,,
214,臺北市大同區斯文里17鄰承德路三段99巷8號,121.518943,25.066405,,
215,臺北市大同區建功里19鄰鄭州路83巷13號,121.512745,25.050164,,
216,臺北市大同區保安里3鄰哈密街91號,121.514619,25.07303,,
217,臺北市大同區鄰江里25鄰酒泉街166號,121.511709,25.072014,,
218,臺北市大同區鄰江里12鄰重慶北路三段236巷43號,121.512371,25.070606,,
219,臺北市大同區國慶里17鄰延平北路三段105號,121.511035,25.06806,,
220,臺北市大同區延平里5鄰延平北路二段229號,121.511467,25.060289,,
221,臺北市大同區隆和里19鄰延平北路三段21號,121.511236,25.06414,,
222,臺北市大同區延平里1鄰保安街21號,121.512944,25.059258,,
223,臺北市大同區大有里13鄰歸綏街261號,121.51013,25.058322,,
224,臺北市大同區蓬萊里21鄰昌吉街130號,121.514282,25.065839,,
225,臺北市大同區蓬萊里2鄰承德路三段39號,121.518531,25.064484,,
226,臺北市大同區至聖里26鄰大龍街292號,121.51581,25.071372,,
227,臺北市大同區至聖里33鄰大龍街224號,121.515837,25.069579,,
228,臺北市大同區重慶里2鄰重慶北路三段335巷43號,121.515178,25.074618,,
229,臺北市大同區隆和里10鄰延平北路三段61之3號,121.511142,25.065759,,
230,臺北市大同區雙連里3鄰雙連街55號;臺北市大同區雙連里5鄰雙連街55號,121.518994;121.518994,25.059291;25.059291,,
231,找不到指定的門牌地址。,,,,
232,臺北市大同區永樂里9鄰南京西路374號,121.510636,25.053696,,
233,臺北市大同區永樂里9鄰南京西路394號,121.510399,25.053433,,
234,臺北市大同區延平里7鄰延平北路二段211號,121.511504,25.059739,,
235,臺北市大同區民權里10鄰涼州街4號,121.514678,25.060776,,
236,臺北市大同區保安里16鄰哈密街45巷2之5號,121.51744,25.073541,,
237,找不到指定的門牌地址。,,,,
238,臺北市大同區永樂里17鄰民生西路362巷40號;臺北市大同區光能里13鄰民生西路72號,121.510594;121.520477,25.055625;25.057492,,
239,臺北市中山區集英里20鄰天祥路59號,121.520878,25.06328,,
240,臺北市大同區景星里6鄰延平北路三段36號,121.511008,25.064505,,
241,臺北市中山區民安里16鄰民生西路34號,121.521484,25.057619,,
242,臺北市大同區延平里8鄰歸綏街179號,121.513391,25.058286,,
243,臺北市大同區至聖里29鄰民族西路165號,121.515522,25.068722,,
244,臺北市大同區保安里7鄰重慶北路三段335巷6號,121.514367,25.074519,,
245,臺北市大同區保安里1鄰酒泉街131號,121.514477,25.072131,,
246,臺北市大同區建明里8鄰承德路一段17號,121.517065,25.050153,,
247,基隆市仁愛區新店里2鄰忠一路16號;基隆市仁愛區文昌里8鄰忠一路20號,121.740135;121.739684,25.131107;25.131302,,
248,臺北市大安區古莊里11鄰羅斯福路三段61號,121.525816,25.023033,,
249,臺北市北投區關渡里19鄰知行路247號,121.467068,25.120736,,
250,雲林縣虎尾鎮新興里15鄰民生路37之2號,120.436768,23.708186,,
251,新北市土城區廣興里12鄰學府路一段38號,121.458027,24.988544,,
252,桃園市桃園區福安里18鄰建華三街42號,121.311807,24.982917,,
253,臺北市大同區國慶里12鄰民族西路223號,121.513126,25.068766,,
254,臺北市大同區蓬萊里16鄰昌吉街96號,121.515121,25.065824,,
255,臺北市大同區玉泉里9鄰鄭州路121號,121.510929,25.050328,,
256,臺北市大同區大有里4鄰延平北路二段126號,121.511459,25.057334,,
257,金門縣金城鎮北門里4鄰中興路161巷9號,118.318606,24.434282,,
258,臺北市大同區朝陽里17鄰民生西路270號,121.513289,25.056906,,
259,臺北市大同區蓬萊里2鄰承德路三段39號,121.518531,25.064484,,
260,臺北市中山區恆安里11鄰雙城街17之3號,121.524415,25.064631,,
261,臺北市中山區松江里5鄰錦州街251號,121.534194,25.060393,,
262,臺北市中山區朱馥里1鄰長春路229號,121.53888,25.054814,,
263,臺北市中山區江山里20鄰龍江路273號,121.540826,25.059556,,
264,臺北市中山區中吉里6鄰四平街30號,121.531945,25.053592,,
265,臺北市中山區大直里18鄰北安路617號,121.548838,25.082728,,
266,臺北市中山區聚葉里13鄰林森北路442之1號,121.525464,25.060643,,
267,臺北市中山區江山里21鄰錦州街394號,121.541323,25.060123,,
268,臺北市中山區中吉里8鄰長春路146之1號,121.531711,25.054728,,
269,臺北市中山區聚盛里5鄰中山北路二段93巷23號,121.524978,25.059393,,
270,臺北市中山區聚葉里12鄰林森北路520號,121.525506,25.062326,,
271,臺北市中山區朱馥里21鄰龍江路166號,121.540284,25.055049,,
272,臺北市中山區力行里4鄰長安東路二段167之1號,121.54068,25.048426,,
273,臺北市中山區力行里3鄰長安東路二段171之3號,121.541786,25.048401,,
274,臺北市中山區朱馥里27鄰興安街51之5號,121.541282,25.056208,,
275,臺北市中山區江山里17鄰龍江路245號,121.540811,25.058523,,
276,臺北市中山區朱馥里27鄰興安街55號,121.541887,25.056207,,
277,臺北市中山區新庄里12鄰德惠街89號,121.528756,25.066737,,
278,臺北市中山區新庄里21鄰德惠街79巷8號,121.528453,25.067058,,
279,臺北市中山區新庄里8鄰農安街125巷38號,121.529779,25.066311,,
280,臺北市中山區新福里12鄰中原街143號,121.529131,25.064274,,
281,臺北市中山區行政里9鄰農安街192號,121.535582,25.064544,,
282,臺北市中山區新生里11鄰錦州街207號,121.531963,25.060394,,
283,臺北市中山區松江里5鄰錦州街266號,121.53475,25.060253,,
284,臺北市中山區行仁里15鄰龍江路356巷19號,121.540088,25.066075,,
285,臺北市中山區正得里16鄰林森北路136號,121.525087,25.051419,,
286,臺北市中山區行仁里15鄰龍江路356巷27號,121.539862,25.066076,,
287,臺北市中山區下埤里10鄰復興北路514巷48號,121.541999,25.065881,,
288,臺北市中山區江山里13鄰合江街79號,121.539279,25.05896,,
289,臺北市中山區圓山里2鄰林森北路625號,121.525859,25.067034,,
290,臺北市中山區恆安里7鄰雙城街3之4號,121.524443,25.063499,,
291,臺北市中山區晴光里6鄰林森北路575之4號,121.525797,25.065214,,
292,臺北市中山區康樂里7鄰長春路46號,121.525629,25.054818,,
293,臺北市中山區正得里9鄰天津街66號,121.523274,25.051364,,
294,臺北市萬華區新起里16鄰長沙街二段51號,121.505717,25.040728,,
295,臺北市中山區集英里7鄰錦西街22號,121.521088,25.060254,,
296,臺北市中山區聚盛里8鄰民生東路一段7號,121.523562,25.058136,,
297,臺北市中山區正得里12鄰中山北路一段105巷8號,121.523385,25.05065,,
298,臺北市中山區中吉里5鄰一江街60號,121.531408,25.054444,,
299,臺北市中山區中吉里5鄰一江街42號,121.531431,25.053927,,
300,臺北市中山區朱園里8鄰伊通街54號,121.534655,25.051448,,
301,臺北市中山區中央里9鄰伊通街97之2號,121.534894,25.053175,,
302,臺北市中山區新福里17鄰新生北路三段19巷32號,121.528794,25.063915,,
303,臺北市中山區朱崙里15鄰遼寧街21號,121.542207,25.047837,,
304,臺北市中山區康樂里10鄰林森北路259巷9之11號,121.526135,25.054414,,
305,臺北市中山區中山里21鄰新生北路二段62巷32之1號,121.526294,25.056133,,
306,臺北市中山區中山里11鄰民生東路一段32號,121.524223,25.057935,,
307,臺北市中山區龍洲里1鄰長春路319號,121.543115,25.054717,,
308,臺北市中山區新生里2鄰松江路362巷55號,121.531314,25.062067,,
309,臺北市中山區新生里22鄰新生北路二段137巷65號,121.529925,25.061271,,
310,臺北市中山區新生里18鄰新生北路二段137巷38號,121.529033,25.06117,,
311,臺北市中山區新福里11鄰農安街86號,121.529294,25.064754,,
312,臺北市中山區晴光里1鄰德惠街60號,121.527383,25.066556,,
313,臺北市中山區正義里11鄰林森北路119巷55號,121.526932,25.05036,,
314,臺北市中山區中吉里21鄰民生東路二段144號,121.532291,25.057822,,
315,臺北市中山區新生里12鄰吉林路255號,121.530392,25.061647,,
316,臺北市中山區江山里2鄰合江街100之2號,121.53911,25.058454,,
317,臺北市中山區中山里25鄰長春路37號,121.525868,25.055034,,
318,臺北市中山區下埤里6鄰龍江路369號,121.541034,25.064499,,
319,臺北市中山區江寧里18鄰民權東路三段60巷8號,121.542304,25.061608,,
320,臺北市中山區中庄里15鄰吉林路197號,121.530359,25.059875,,
321,臺北市中山區集英里20鄰撫順街6之2號,121.521567,25.063669,,
322,臺北市中山區中山里26鄰長春路69號,121.526587,25.055022,,
323,臺北市中山區中山里6鄰林森北路310巷19號,121.524854,25.056333,,
324,臺北市中山區江寧里2鄰錦州街321號,121.538508,25.060326,,
325,臺北市中山區集英里8鄰錦西街17號,121.521153,25.060426,,
326,臺北市中山區康樂里7鄰長春路80號,121.52681,25.054802,,
327,臺北市中山區大直里20鄰北安路595巷2號,121.548402,25.082096,,
328,臺北市中山區永安里9鄰北安路546號,121.547952,25.08014,,
329,臺北市中山區中原里10鄰吉林路142號,121.530051,25.055878,,
330,臺北市中山區新喜里10鄰德惠街187號,121.532374,25.066628,,
331,臺北市中山區中庄里6鄰民生東路二段37號,121.52906,25.05814,,
332,臺北市中山區中庄里3鄰中原街78號,121.528824,25.05921,,
333,臺北市中山區松江里15鄰錦州街282號,121.535237,25.060239,,
334,臺北市中山區新生里8鄰松江路330巷8號,121.532483,25.061089,,
335,臺北市中山區行仁里4鄰民族東路410巷61號,121.538407,25.064915,,
336,臺北市中山區新福里9鄰吉林路329巷27號,121.531276,25.063986,,
